instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year
45,02-01-2011,0,0,1,21,False,0,0,0.7769196053597593,0.3474060736784892,-0.698676553,1.015142954110743,1.0290744176890156,-0.661283582,-0.498626342,2.0,1.0,2011.0
46,02-01-2011,0,0,1,22,False,0,0,0.5307268992457574,0.1544387292524745,-0.698676553,0.7694690085468815,-0.712875467,-0.895412583,-0.945087879,2.0,1.0,2011.0
47,02-01-2011,0,0,1,23,False,0,0,0.2845341931317559,0.3474060736784892,-0.527537737,-0.334009617,-0.712875467,-0.916697038,-0.965381585,2.0,1.0,2011.0
48,03-01-2011,0,0,1,0,False,1,0,0.2845341931317559,-0.037259093,-0.698676553,1.2599952476827516,-0.712875467,-0.980550402,-1.026262704,3.0,1.0,2011.0
49,03-01-2011,0,0,1,1,False,1,0,0.0383414870177544,,-0.698676553,1.7505214868186214,-0.712875467,-1.044403766,-1.087143822,3.0,1.0,2011.0
50,03-01-2011,0,0,1,4,False,1,0,-0.454043925,-0.806589427,-0.527537737,1.5056691932466126,-0.712875467,-1.06568822,-1.107437529,3.0,1.0,2011.0
51,03-01-2011,0,0,1,5,False,1,0,-0.454043925,-0.806589427,-0.527537737,0.6470428617608774,-0.712875467,-1.023119311,-1.066850116,3.0,1.0,2011.0
52,03-01-2011,0,0,1,6,False,1,0,-0.700236631,-1.191254594,-0.356398922,1.5056691932466126,-0.712875467,-0.448439035,-0.518920048,3.0,1.0,2011.0
53,03-01-2011,0,0,1,7,False,1,0,-0.700236631,-0.806589427,-0.356398922,-0.089157323,-0.554516387,0.2539479689663346,0.1710659628836565,3.0,1.0,2011.0
54,03-01-2011,0,0,1,8,False,1,0,-0.700236631,-0.999556771,-0.356398922,0.6470428617608774,-0.554516387,2.169548889033904,1.9974995222599188,3.0,1.0,2011.0
55,03-01-2011,0,0,1,9,False,1,0,-0.454043925,-0.806589427,-0.755722825,1.5056691932466126,0.3956380960035469,0.6370681529798485,0.6581149120506598,3.0,1.0,2011.0
56,03-01-2011,0,0,1,10,False,1,0,-0.207851219,-0.42192426,-0.755722825,0.401368916197016,1.0290744176890156,-0.384585671,-0.234808161,3.0,1.0,2011.0
57,03-01-2011,0,0,1,11,False,1,0,0.0383414870177544,-0.230226438,-0.926861641,1.015142954110743,0.8707153372676485,-0.214310034,-0.092752218,3.0,1.0,2011.0
58,03-01-2011,0,0,1,12,False,1,0,0.2845341931317559,0.1544387292524745,-1.212093,0.7694690085468815,1.3457925785317502,-0.065318851,0.1101848442377811,3.0,1.0,2011.0
59,03-01-2011,0,0,1,13,False,1,0,0.5307268992457574,,-1.212093,0.6470428617608774,0.5539971764249141,0.0411034222921602,0.1101848442377811,3.0,1.0,2011.0
60,03-01-2011,0,0,1,14,False,1,0,0.7769196053597593,0.5391038961017014,-1.49732436,0.6470428617608774,1.0290744176890156,0.317801332968587,0.4348841436824499,3.0,1.0,2011.0
61,03-01-2011,0,0,1,15,False,1,0,0.7769196053597593,0.5391038961017014,-1.49732436,0.401368916197016,1.5041516589531174,0.1475256956292474,0.3334156126059909,3.0,1.0,2011.0
62,03-01-2011,0,0,1,16,False,1,0,0.7769196053597593,0.5391038961017014,-1.49732436,0.401368916197016,0.7123562568462813,0.3390857876360044,0.4145904374671582,3.0,1.0,2011.0
63,03-01-2011,0,0,1,17,False,1,0,0.5307268992457574,0.3474060736784892,-1.49732436,0.1565166226250073,1.0290744176890156,2.020557706361982,2.058380640905794,3.0,1.0,2011.0
64,03-01-2011,0,0,1,18,False,1,0,0.5307268992457574,0.7320712405277162,-1.383231816,-0.824535856,0.7123562568462813,2.0631266156968167,2.058380640905794,3.0,1.0,2011.0
65,03-01-2011,0,0,1,19,False,1,0,0.0383414870177544,0.7320712405277162,-0.527537737,-1.683162187,0.5539971764249141,1.0840417009956147,1.1045764487870795,3.0,1.0,2011.0
66,03-01-2011,0,0,1,20,False,1,0,0.0383414870177544,,-0.527537737,-0.824535856,-0.237798226,-0.044034396,-0.072458512,3.0,1.0,2011.0
67,03-01-2011,0,0,1,21,False,1,0,-0.207851219,-0.037259093,0.4422488849450366,-0.579683562,-0.237798226,-0.044034396,-0.072458512,3.0,1.0,2011.0
68,03-01-2011,0,0,1,22,False,1,0,-0.700236631,-0.614891604,0.7274802444464873,-0.579683562,-0.712875467,-0.661283582,-0.721857111,3.0,1.0,2011.0
69,03-01-2011,0,0,1,23,False,1,0,-0.207851219,0.1544387292524745,-0.071167562,-0.824535856,-0.554516387,-0.852843674,-0.88420676,3.0,1.0,2011.0
70,04-01-2011,0,0,1,0,False,2,0,-0.454043925,,-0.071167562,-0.824535856,-0.712875467,-0.980550402,-1.026262704,4.0,1.0,2011.0
71,04-01-2011,0,0,1,1,False,2,0,-0.454043925,-0.230226438,0.1570175254435854,-0.824535856,-0.712875467,-1.044403766,-1.087143822,4.0,1.0,2011.0
72,04-01-2011,0,0,1,2,False,2,0,-0.700236631,-0.614891604,0.3852026130447464,-0.579683562,-0.712875467,-1.06568822,-1.107437529,4.0,1.0,2011.0
73,04-01-2011,0,0,1,4,False,2,0,-0.700236631,-0.230226438,0.3852026130447464,-0.946962002,-0.712875467,-1.044403766,-1.087143822,4.0,1.0,2011.0
74,04-01-2011,0,0,1,5,False,2,0,-0.946429337,-0.614891604,0.6704339725461976,-0.824535856,-0.712875467,-1.001834856,-1.04655641,4.0,1.0,2011.0
75,04-01-2011,0,0,1,6,False,2,0,-0.946429337,-0.614891604,1.0127116039479385,-0.824535856,-0.712875467,-0.320732307,-0.397157811,4.0,1.0,2011.0
76,04-01-2011,0,0,1,7,False,2,0,-0.946429337,-0.614891604,1.0127116039479385,-0.579683562,-0.396157306,0.8711971543214404,0.7798771493424106,4.0,1.0,2011.0
77,04-01-2011,0,0,1,8,False,2,0,-0.700236631,-0.614891604,0.7274802444464873,-0.334009617,-0.396157306,2.6803758010519223,2.504842177642214,4.0,1.0,2011.0
78,04-01-2011,0,0,1,9,False,2,0,-0.454043925,-0.614891604,0.4422488849450366,0.1565166226250073,-0.396157306,0.998903882325945,0.9016393866341614,4.0,1.0,2011.0
79,04-01-2011,0,0,1,10,False,2,1,-0.454043925,-0.806589427,0.7274802444464873,1.015142954110743,0.0789199351608125,-0.299447852,-0.275395574,4.0,1.0,2011.0
80,04-01-2011,0,0,1,11,False,2,0,0.2845341931317559,0.1544387292524745,-0.29935265,0.7694690085468815,0.3956380960035469,-0.022749942,0.0290100193766139,4.0,1.0,2011.0
81,04-01-2011,0,0,1,12,False,2,0,0.2845341931317559,0.3474060736784892,-0.29935265,-0.334009617,1.187433498110383,0.317801332968587,0.4551778498977417,4.0,1.0,2011.0
82,04-01-2011,0,0,1,13,False,2,0,0.5307268992457574,0.3474060736784892,-0.01412129,-0.089157323,2.1375879806385862,0.5944992436450137,0.840758267988286,4.0,1.0,2011.0
83,04-01-2011,0,0,1,14,False,2,0,0.7769196053597593,0.7320712405277162,-0.242306378,0.1565166226250073,0.7123562568462813,0.0623878769595777,0.1507722566683647,4.0,1.0,2011.0
84,04-01-2011,0,0,1,15,False,2,0,1.0231123114737612,0.9237690629509284,-0.242306378,0.401368916197016,1.979228900217219,-0.065318851,0.1913596690989483,4.0,1.0,2011.0
85,04-01-2011,0,0,1,16,False,2,0,1.2693050175877625,1.116736407376943,-0.413445194,0.401368916197016,1.662510739374485,0.3603702423034218,0.5566463809742007,4.0,1.0,2011.0
86,04-01-2011,0,0,1,17,False,2,0,1.0231123114737612,0.9237690629509284,-0.470491465,0.1565166226250073,0.8707153372676485,3.2124871677373585,3.174534482746844,4.0,1.0,2011.0
87,04-01-2011,0,0,1,18,False,2,0,0.7769196053597593,0.7320712405277162,-0.470491465,-0.089157323,-0.237798226,2.722944710386757,2.565723296288089,4.0,1.0,2011.0
88,04-01-2011,0,0,1,19,False,2,0,0.5307268992457574,0.7320712405277162,-0.470491465,-0.824535856,-0.396157306,1.2543173383349542,1.1451638612176631,4.0,1.0,2011.0
89,04-01-2011,0,0,1,20,False,2,0,0.5307268992457574,0.7320712405277162,-0.470491465,-0.824535856,-0.554516387,0.0411034222921602,-0.031871099,4.0,1.0,2011.0
90,04-01-2011,0,0,1,21,False,2,0,0.2845341931317559,0.9237690629509284,0.4422488849450366,-1.683162187,-0.712875467,-0.065318851,-0.153633337,4.0,1.0,2011.0
91,04-01-2011,0,0,1,22,False,2,0,0.2845341931317559,0.7320712405277162,0.4422488849450366,-0.946962002,-0.554516387,-0.363301216,-0.417451517,4.0,1.0,2011.0
92,04-01-2011,0,0,1,23,False,2,0,0.0383414870177544,0.3474060736784892,0.7274802444464873,-0.946962002,-0.396157306,-0.895412583,-0.904500467,4.0,1.0,2011.0
93,05-01-2011,0,0,1,0,False,3,0,0.0383414870177544,0.7320712405277162,0.4422488849450366,-1.683162187,-0.712875467,-0.959265947,-1.005968998,5.0,1.0,2011.0
94,05-01-2011,0,0,1,1,False,3,0,-0.454043925,-0.037259093,1.0127116039479385,-0.946962002,-0.712875467,-0.959265947,-1.005968998,5.0,1.0,2011.0
95,05-01-2011,0,0,1,2,False,3,0,-0.454043925,-0.037259093,1.0127116039479385,-0.946962002,-0.712875467,-1.044403766,-1.087143822,5.0,1.0,2011.0
96,05-01-2011,0,0,1,4,False,3,0,0.5307268992457574,0.3474060736784892,-0.470491465,0.1565166226250073,-0.712875467,-1.044403766,-1.087143822,5.0,1.0,2011.0
97,05-01-2011,0,0,1,5,False,3,0,0.2845341931317559,0.3474060736784892,-0.527537737,-0.334009617,-0.712875467,-1.023119311,-1.066850116,5.0,1.0,2011.0
98,05-01-2011,0,0,1,6,False,3,0,0.0383414870177544,-0.037259093,-0.527537737,0.1565166226250073,-0.712875467,-0.384585671,-0.45803893,5.0,1.0,2011.0
99,05-01-2011,0,0,1,7,False,3,0,-0.207851219,-0.230226438,-0.755722825,-0.089157323,-0.554516387,0.7647748809843532,0.6581149120506598,5.0,1.0,2011.0
100,05-01-2011,0,0,1,8,False,3,0,0.0383414870177544,-0.230226438,-0.926861641,0.7694690085468815,-0.237798226,2.999642621063184,2.8295414770868828,5.0,1.0,2011.0
101,05-01-2011,0,0,1,9,False,3,0,0.2845341931317559,-0.037259093,-1.098000456,1.015142954110743,0.2372790155821797,1.2330328836675368,1.2060449798635384,5.0,1.0,2011.0
102,05-01-2011,0,0,1,10,False,3,0,0.2845341931317559,-0.037259093,-1.098000456,1.015142954110743,-0.079439145,0.0411034222921602,0.0290100193766139,5.0,1.0,2011.0
103,05-01-2011,0,0,1,11,False,3,0,0.7769196053597593,0.3474060736784892,-1.326185544,1.015142954110743,1.187433498110383,-0.363301216,-0.194220749,5.0,1.0,2011.0
104,05-01-2011,0,0,1,12,False,3,0,0.7769196053597593,0.3474060736784892,-1.326185544,1.015142954110743,0.0789199351608125,0.4880769703079264,0.4754715561130335,5.0,1.0,2011.0
105,05-01-2011,0,0,1,13,False,3,0,1.0231123114737612,0.7320712405277162,-1.49732436,0.7694690085468815,0.2372790155821797,0.2965168783011695,0.3131219063906991,5.0,1.0,2011.0
106,05-01-2011,0,0,1,14,False,3,0,1.2693050175877625,1.116736407376943,-1.611416903,-0.089157323,0.8707153372676485,0.0198189676247428,0.1304785504530729,5.0,1.0,2011.0
107,05-01-2011,0,0,1,15,False,3,0,1.2693050175877625,1.116736407376943,-1.611416903,-0.089157323,0.3956380960035469,0.0836723316269951,0.1304785504530729,5.0,1.0,2011.0
108,05-01-2011,0,0,1,16,False,3,0,1.2693050175877625,1.50140157422617,-1.611416903,-0.946962002,-0.079439145,0.7222059716495183,0.6784086182659516,5.0,1.0,2011.0
109,05-01-2011,0,0,1,17,False,3,0,0.5307268992457574,0.3474060736784892,-1.040954184,-0.089157323,-0.079439145,2.87193589305868,2.7280729460104234,5.0,1.0,2011.0
110,05-01-2011,0,0,1,18,False,3,0,0.5307268992457574,0.5391038961017014,-1.040954184,-0.579683562,-0.237798226,2.4462467997103308,2.301905115489296,5.0,1.0,2011.0
111,05-01-2011,0,0,1,19,False,3,0,0.5307268992457574,0.7320712405277162,-1.040954184,-0.824535856,0.0789199351608125,1.6161530676810505,1.551037985523499,5.0,1.0,2011.0
112,05-01-2011,0,0,1,20,False,3,0,0.2845341931317559,0.3474060736784892,-0.527537737,-0.334009617,0.3956380960035469,0.658352607647266,0.6784086182659516,5.0,1.0,2011.0
113,05-01-2011,0,0,1,21,False,3,0,0.0383414870177544,-0.037259093,-0.29935265,-0.089157323,-0.237798226,-0.235594488,-0.255101868,5.0,1.0,2011.0
114,05-01-2011,0,0,1,22,False,3,0,-0.207851219,-0.037259093,-0.071167562,-0.579683562,-0.554516387,-0.214310034,-0.275395574,5.0,1.0,2011.0
115,05-01-2011,0,0,1,23,False,3,0,0.0383414870177544,0.7320712405277162,-0.527537737,-1.683162187,-0.554516387,-0.703852491,-0.742150817,5.0,1.0,2011.0
116,06-01-2011,0,0,1,0,False,4,0,-0.207851219,0.5391038961017014,-0.071167562,-1.683162187,-0.712875467,-0.852843674,-0.904500467,6.0,1.0,2011.0
117,06-01-2011,0,0,1,1,False,4,0,-0.454043925,0.3474060736784892,0.4422488849450366,-1.683162187,-0.712875467,-1.001834856,-1.04655641,6.0,1.0,2011.0
118,06-01-2011,0,0,1,2,False,4,0,-0.454043925,0.3474060736784892,0.4422488849450366,-1.683162187,-0.712875467,-1.044403766,-1.087143822,6.0,1.0,2011.0
119,06-01-2011,0,0,1,4,False,4,1,-0.454043925,-0.037259093,0.4422488849450366,-0.946962002,-0.712875467,-1.06568822,-1.107437529,6.0,1.0,2011.0
120,06-01-2011,0,0,1,5,False,4,1,-0.700236631,-0.230226438,0.7274802444464873,-0.946962002,-0.712875467,-1.001834856,-1.04655641,6.0,1.0,2011.0
121,06-01-2011,0,0,1,6,False,4,1,-0.700236631,-0.42192426,0.3852026130447464,-0.824535856,-0.712875467,-0.320732307,-0.397157811,6.0,1.0,2011.0
122,06-01-2011,0,0,1,7,False,4,1,-0.454043925,0.3474060736784892,0.1570175254435854,-1.683162187,-0.712875467,0.9350505183236928,0.8001708555577024,6.0,1.0,2011.0
123,06-01-2011,0,0,1,8,False,4,0,-0.454043925,0.3474060736784892,0.1570175254435854,-1.683162187,-0.237798226,3.5104695330812024,3.3165904262538857,6.0,1.0,2011.0
124,06-01-2011,0,0,1,9,False,4,1,-0.207851219,0.5391038961017014,-0.29935265,-1.683162187,0.2372790155821797,1.3820240663394587,1.348100923370581,6.0,1.0,2011.0
125,06-01-2011,0,0,1,10,False,4,0,0.0383414870177544,0.7320712405277162,-0.527537737,-1.683162187,-0.237798226,-0.193025579,-0.214514455,6.0,1.0,2011.0
126,06-01-2011,0,0,1,11,False,4,0,0.2845341931317559,0.7320712405277162,-0.698676553,-0.946962002,-0.396157306,0.12624124096183,0.0695974318071975,6.0,1.0,2011.0
127,06-01-2011,0,0,1,12,False,4,0,0.7769196053597593,1.116736407376943,-1.212093,-1.683162187,0.2372790155821797,0.5732147889775963,0.5769400871894925,6.0,1.0,2011.0
128,06-01-2011,0,0,1,13,False,4,0,0.7769196053597593,0.9237690629509284,-1.212093,-0.824535856,1.187433498110383,0.0836723316269951,0.2319470815295319,6.0,1.0,2011.0
129,06-01-2011,0,0,1,14,False,4,0,1.0231123114737612,0.9237690629509284,-1.155046728,-0.334009617,1.0290744176890156,0.1688101502966649,0.2928282001754073,6.0,1.0,2011.0
130,06-01-2011,0,0,1,15,False,4,0,1.0231123114737612,0.9237690629509284,-1.155046728,-1.683162187,0.5539971764249141,0.0623878769595777,0.1304785504530729,6.0,1.0,2011.0
131,06-01-2011,0,0,1,16,False,4,0,0.7769196053597593,0.7320712405277162,-1.040954184,-0.334009617,1.187433498110383,0.4880769703079264,0.6175274996200761,6.0,1.0,2011.0
132,06-01-2011,0,0,1,17,False,4,0,0.2845341931317559,0.3474060736784892,-0.29935265,-0.334009617,0.7123562568462813,2.3823934357080785,2.362786234135171,6.0,1.0,2011.0
133,06-01-2011,0,0,1,18,False,4,0,0.2845341931317559,0.3474060736784892,-0.29935265,-0.579683562,0.0789199351608125,2.275971162370991,2.180142878197545,6.0,1.0,2011.0
134,06-01-2011,0,0,1,19,False,4,0,0.2845341931317559,0.7320712405277162,-0.071167562,-0.946962002,-0.237798226,1.2330328836675368,1.1451638612176631,6.0,1.0,2011.0
135,06-01-2011,0,0,1,20,False,4,0,0.0383414870177544,0.1544387292524745,-0.29935265,-0.334009617,-0.237798226,0.317801332968587,0.2725344939601155,6.0,1.0,2011.0
136,06-01-2011,0,0,1,21,False,4,1,0.2845341931317559,0.1544387292524745,-0.071167562,0.1565166226250073,-0.712875467,-0.065318851,-0.153633337,6.0,1.0,2011.0
137,06-01-2011,0,0,1,22,False,4,1,0.2845341931317559,0.1544387292524745,-0.29935265,0.6470428617608774,-0.554516387,-0.001465487,-0.072458512,6.0,1.0,2011.0
138,06-01-2011,0,0,1,23,False,4,1,0.0383414870177544,-0.037259093,0.1570175254435854,-0.089157323,-0.079439145,-0.682568036,-0.660975992,6.0,1.0,2011.0
139,07-01-2011,0,0,1,0,False,5,1,0.0383414870177544,-0.037259093,0.4422488849450366,-0.089157323,-0.079439145,-0.810274764,-0.782738229,7.0,1.0,2011.0
140,07-01-2011,0,0,1,1,False,5,1,0.0383414870177544,-0.037259093,0.7274802444464873,0.1565166226250073,-0.396157306,-0.980550402,-0.985675291,7.0,1.0,2011.0
141,07-01-2011,0,0,1,2,False,5,1,0.0383414870177544,-0.037259093,0.7274802444464873,0.1565166226250073,-0.712875467,-1.06568822,-1.107437529,7.0,1.0,2011.0
142,07-01-2011,0,0,1,4,False,5,1,0.0383414870177544,0.1544387292524745,0.7274802444464873,-0.579683562,-0.712875467,-1.06568822,-1.107437529,7.0,1.0,2011.0
143,07-01-2011,0,0,1,5,False,5,2,0.2845341931317559,0.9237690629509284,-0.071167562,-1.683162187,-0.712875467,-0.980550402,-1.026262704,7.0,1.0,2011.0
144,07-01-2011,0,0,1,6,False,5,1,0.0383414870177544,0.7320712405277162,0.7274802444464873,-1.683162187,0.5539971764249141,-0.533576854,-0.437745224,7.0,1.0,2011.0
145,07-01-2011,0,0,1,7,False,5,0,0.0383414870177544,0.1544387292524745,0.7274802444464873,-0.579683562,0.5539971764249141,0.5306458796427613,0.5769400871894925,7.0,1.0,2011.0
146,07-01-2011,0,0,1,8,False,5,0,0.0383414870177544,-0.037259093,-0.29935265,0.401368916197016,2.4543061414813208,2.957073711728349,3.1339470703162595,7.0,1.0,2011.0
147,07-01-2011,0,0,1,9,False,5,0,0.0383414870177544,-0.230226438,-0.527537737,0.7694690085468815,0.7123562568462813,1.5735841583462156,1.5916253979540826,7.0,1.0,2011.0
148,07-01-2011,0,0,1,10,False,5,0,0.2845341931317559,-0.037259093,-1.098000456,1.015142954110743,1.820869819795852,-0.086603306,0.1507722566683647,7.0,1.0,2011.0
149,07-01-2011,0,0,1,11,False,5,1,0.0383414870177544,-0.037259093,-0.926861641,0.1565166226250073,2.295947061059953,-0.065318851,0.2319470815295319,7.0,1.0,2011.0
150,07-01-2011,0,0,1,12,False,5,1,0.0383414870177544,-0.037259093,-1.098000456,0.401368916197016,0.7123562568462813,-0.022749942,0.0695974318071975,7.0,1.0,2011.0
151,07-01-2011,0,0,1,13,False,5,1,0.0383414870177544,-0.230226438,-1.098000456,0.6470428617608774,0.7123562568462813,0.2752324236337521,0.3537093188212827,7.0,1.0,2011.0
152,07-01-2011,0,0,1,14,False,5,1,0.0383414870177544,-0.037259093,-0.926861641,0.401368916197016,0.3956380960035469,-0.171741124,-0.113045924,7.0,1.0,2011.0
